"product","province","period","price","year"
"K",12,"2019-01-14",32.17,"2018-01-01"
"K",47,"2018-04-22",86,"2018-01-01"
"K",48,"2019-01-04",88.86,"2018-01-01"
"K",10,"2018-09-30",33.63,"2018-01-01"
"K",12,"2018-01-16",37.26,"2018-01-01"
"K",47,"2018-04-17",84.94,"2018-01-01"
"K",10,"2018-08-15",31.29,"2018-01-01"
"K",35,"2018-09-21",54.35,"2018-01-01"
"K",12,"2018-11-19",31.36,"2018-01-01"
"K",10,"2019-01-20",27.95,"2018-01-01"
"K",35,"2019-01-02",69.64,"2018-01-01"
"K",48,"2018-08-17",67.61,"2018-01-01"
"K",47,"2018-12-08",101.57,"2018-01-01"
"K",10,"2018-05-27",31.05,"2018-01-01"
"K",46,"2018-04-06",88.93,"2018-01-01"
"K",24,"2018-02-27",62.29,"2018-01-01"
"K",48,"2018-04-28",100.73,"2018-01-01"
"K",24,"2018-04-16",43.08,"2018-01-01"
"K",46,"2018-10-23",88.75,"2018-01-01"
"K",13,"2018-11-29",37.43,"2018-01-01"
"K",59,"2018-05-12",109.27,"2018-01-01"
"K",10,"2018-07-17",32.29,"2018-01-01"
"K",10,"2018-01-24",35.51,"2018-01-01"
"K",10,"2019-01-08",34.34,"2018-01-01"
"K",48,"2019-01-01",91.44,"2018-01-01"
"K",10,"2019-01-04",33.13,"2018-01-01"
"K",47,"2018-08-16",78.09,"2018-01-01"
"K",12,"2018-11-06",41.37,"2018-01-01"
"K",11,"2018-10-29",36.63,"2018-01-01"
"K",10,"2018-06-01",27.91,"2018-01-01"
"K",10,"2018-11-10",29.59,"2018-01-01"
"K",46,"2018-07-06",106.09,"2018-01-01"
"K",48,"2018-06-18",72.54,"2018-01-01"
"K",46,"2018-07-23",108.89,"2018-01-01"
"K",10,"2018-02-08",36.38,"2018-01-01"
"K",24,"2018-03-19",44.13,"2018-01-01"
"K",13,"2018-09-22",31.38,"2018-01-01"
"K",59,"2018-06-04",127.66,"2018-01-01"
"K",59,"2018-05-06",126.13,"2018-01-01"
"K",48,"2018-12-23",91.29,"2018-01-01"
"K",10,"2018-04-15",32.29,"2018-01-01"
"K",10,"2018-02-03",36.7,"2018-01-01"
"K",47,"2018-09-07",74.99,"2018-01-01"
"K",10,"2018-01-13",33.25,"2018-01-01"
"K",13,"2018-11-26",34.57,"2018-01-01"
"K",48,"2018-06-10",81.23,"2018-01-01"
"K",13,"2019-08-31",43.15,"2019-01-01"
"K",12,"2019-10-22",38.28,"2019-01-01"
"K",47,"2019-10-11",109.05,"2019-01-01"
"K",46,"2019-04-10",88.23,"2019-01-01"
"K",46,"2019-10-29",71.07,"2019-01-01"
"K",35,"2019-05-05",80.25,"2019-01-01"
"K",59,"2019-08-12",85.09,"2019-01-01"
"K",10,"2019-12-02",30.11,"2019-01-01"
"K",12,"2019-01-23",35.66,"2019-01-01"
"K",13,"2019-07-29",36.73,"2019-01-01"
"K",13,"2019-07-05",37.3,"2019-01-01"
"K",59,"2019-04-14",102.23,"2019-01-01"
"K",59,"2019-04-22",79.28,"2019-01-01"
"K",24,"2019-10-20",50.27,"2019-01-01"
"K",11,"2019-12-15",38.73,"2019-01-01"
"K",46,"2019-10-13",97.8,"2019-01-01"
"K",10,"2019-05-14",33.45,"2019-01-01"
"K",48,"2019-10-22",90.45,"2019-01-01"
"K",12,"2019-06-13",32.22,"2019-01-01"
"K",10,"2019-08-16",30.41,"2019-01-01"
"K",48,"2019-10-07",73.61,"2019-01-01"
"K",12,"2019-07-05",35.09,"2019-01-01"
"K",13,"2019-12-28",43.87,"2019-01-01"
"K",46,"2019-05-30",105.83,"2019-01-01"
"K",48,"2019-01-02",93.84,"2019-01-01"
"K",12,"2019-06-08",41.59,"2019-01-01"
"K",11,"2019-03-14",36.77,"2019-01-01"
"K",12,"2019-05-30",40.64,"2019-01-01"
"K",47,"2019-07-23",66.2,"2019-01-01"
"K",35,"2019-10-18",59.27,"2019-01-01"
"K",12,"2019-09-03",41.19,"2019-01-01"
"K",59,"2019-09-15",96.21,"2019-01-01"
"K",59,"2019-07-30",81.37,"2019-01-01"
"K",46,"2019-08-06",98.5,"2019-01-01"
"K",59,"2019-10-27",83.54,"2019-01-01"
"K",11,"2019-12-26",30.41,"2019-01-01"
"K",11,"2019-01-18",29.4,"2019-01-01"
"K",47,"2019-02-03",105.54,"2019-01-01"
"K",13,"2019-10-25",42.09,"2019-01-01"
"K",48,"2019-11-05",91.61,"2019-01-01"
"K",35,"2019-06-29",62,"2019-01-01"
"K",10,"2019-05-22",32.69,"2019-01-01"
"K",47,"2019-10-06",108.09,"2019-01-01"
"K",59,"2019-10-22",98.53,"2019-01-01"
"K",13,"2019-10-07",34,"2019-01-01"
"K",11,"2019-02-23",35.23,"2019-01-01"
"K",12,"2019-08-27",33.55,"2019-01-01"
"K",12,"2019-09-01",34.02,"2019-01-01"
"K",47,"2019-07-19",107.6,"2019-01-01"
"K",12,"2019-07-28",41.2,"2019-01-01"
"K",59,"2019-11-30",117,"2019-01-01"
"K",24,"2019-01-16",58.69,"2019-01-01"
"K",10,"2019-03-17",37.3,"2019-01-01"
"K",35,"2019-11-06",57.54,"2019-01-01"
"K",47,"2019-07-19",89.86,"2019-01-01"
"K",24,"2019-04-23",45.59,"2019-01-01"
"K",10,"2019-05-06",35.8,"2019-01-01"
"K",47,"2019-04-18",71.35,"2019-01-01"
"K",48,"2019-04-28",75.03,"2019-01-01"
"K",11,"2019-04-28",29.79,"2019-01-01"
"K",48,"2019-05-09",88.98,"2019-01-01"
"K",24,"2019-06-27",54.62,"2019-01-01"
"K",13,"2019-01-20",38.5,"2019-01-01"
"K",48,"2019-09-25",74.72,"2019-01-01"
"K",59,"2019-09-04",91.52,"2019-01-01"
"K",35,"2019-12-11",58.28,"2019-01-01"
"K",59,"2019-09-27",77.33,"2019-01-01"
"K",35,"2019-10-03",69.91,"2019-01-01"
"K",10,"2019-03-28",32.26,"2019-01-01"
"K",59,"2019-09-22",123.23,"2019-01-01"
"K",59,"2019-01-13",109.36,"2019-01-01"
"K",24,"2019-01-15",53.8,"2019-01-01"
"K",47,"2019-11-06",99.56,"2019-01-01"
"K",59,"2019-02-27",108.91,"2019-01-01"
"K",11,"2019-03-31",34.55,"2019-01-01"
"K",46,"2019-04-15",93.85,"2019-01-01"
"K",10,"2019-02-25",29.75,"2019-01-01"
"K",47,"2019-04-17",84.61,"2019-01-01"
"K",46,"2019-11-01",79.16,"2019-01-01"
"K",10,"2019-06-16",33.88,"2019-01-01"
"K",35,"2019-04-07",71.29,"2019-01-01"
"K",35,"2019-02-01",79,"2019-01-01"
"K",47,"2019-07-30",78.04,"2019-01-01"
"K",10,"2019-04-18",35.09,"2019-01-01"
"K",24,"2019-04-14",42.56,"2019-01-01"
"K",10,"2019-05-12",29.77,"2019-01-01"
"K",10,"2019-05-22",31.27,"2019-01-01"
"K",48,"2019-05-19",69.5,"2019-01-01"
"K",46,"2019-10-05",104.71,"2019-01-01"
"K",59,"2019-12-31",120.03,"2019-01-01"
"K",48,"2019-08-28",102.03,"2019-01-01"
"K",24,"2019-06-26",53.37,"2019-01-01"
"K",13,"2019-12-29",32.66,"2019-01-01"
"K",59,"2019-10-12",83.37,"2019-01-01"
"K",46,"2019-07-26",83.2,"2019-01-01"
"K",12,"2019-03-02",35.54,"2019-01-01"
"K",10,"2019-05-23",33.75,"2019-01-01"
"K",24,"2019-01-22",43.93,"2019-01-01"
"K",47,"2019-07-09",97.95,"2019-01-01"
"K",13,"2019-09-09",43.28,"2019-01-01"
"K",11,"2019-03-25",38.95,"2019-01-01"
"K",13,"2019-03-30",41.1,"2019-01-01"
"K",48,"2019-02-16",74.96,"2019-01-01"
"K",47,"2019-09-20",86.52,"2019-01-01"
"K",46,"2019-06-28",90.91,"2019-01-01"
"K",12,"2019-11-13",35.39,"2019-01-01"
"K",11,"2019-02-03",30.89,"2019-01-01"
"K",13,"2019-08-31",42.57,"2019-01-01"
"K",10,"2019-03-10",29.41,"2019-01-01"
"K",12,"2019-11-18",30.25,"2019-01-01"
"K",48,"2019-06-14",89.02,"2019-01-01"
"K",48,"2019-09-14",68,"2019-01-01"
"K",13,"2019-10-05",35.55,"2019-01-01"
"K",48,"2019-11-16",89.99,"2019-01-01"
"K",12,"2019-05-15",30.75,"2019-01-01"
"K",11,"2019-03-21",34.54,"2019-01-01"
"K",12,"2019-12-05",38.02,"2019-01-01"
"K",35,"2019-04-25",59.31,"2019-01-01"
"K",13,"2019-12-07",34.22,"2019-01-01"
"K",47,"2019-08-31",72.42,"2019-01-01"
"K",12,"2019-09-23",35.17,"2019-01-01"
"K",13,"2019-11-14",35.44,"2019-01-01"
"K",24,"2019-12-11",57.71,"2019-01-01"
"K",13,"2019-07-25",38.02,"2019-01-01"
"K",10,"2019-12-13",33.47,"2019-01-01"
"K",24,"2019-09-26",48.98,"2019-01-01"
"K",10,"2019-08-10",37.73,"2019-01-01"
"K",59,"2019-12-11",129.31,"2019-01-01"
"K",59,"2019-05-08",87.27,"2019-01-01"
"K",59,"2019-05-28",131.39,"2019-01-01"
"K",10,"2019-06-20",37.89,"2019-01-01"
"K",47,"2019-10-28",76.62,"2019-01-01"
"K",24,"2019-04-06",59.39,"2019-01-01"
"K",10,"2019-12-27",32.97,"2019-01-01"
"K",13,"2019-01-15",36.31,"2019-01-01"
"K",12,"2019-04-15",40.37,"2019-01-01"
"K",46,"2019-01-12",102.48,"2019-01-01"
"K",47,"2019-10-30",86.48,"2019-01-01"
"K",59,"2019-04-09",130.88,"2019-01-01"
"K",35,"2019-10-07",65.84,"2019-01-01"
"K",46,"2019-10-10",74.17,"2019-01-01"
"K",47,"2019-01-06",78.31,"2019-01-01"
"K",59,"2019-08-31",130.48,"2019-01-01"
"K",59,"2019-01-25",131.43,"2019-01-01"
"K",48,"2019-09-26",99.41,"2019-01-01"
"K",48,"2019-07-02",98.44,"2019-01-01"
"K",59,"2019-01-26",131.99,"2019-01-01"
"K",24,"2019-01-20",54.56,"2019-01-01"
"K",47,"2019-11-13",72.23,"2019-01-01"
"K",10,"2019-01-09",35.69,"2019-01-01"
"K",13,"2019-04-01",43.85,"2019-01-01"
"K",12,"2019-02-07",31.55,"2019-01-01"
"K",35,"2019-12-24",59.83,"2019-01-01"
"K",46,"2019-03-25",67.23,"2019-01-01"
"K",48,"2019-11-09",97.06,"2019-01-01"
"K",47,"2019-02-07",73.31,"2019-01-01"
"K",59,"2019-09-10",91.53,"2019-01-01"
"K",35,"2019-11-26",54.79,"2019-01-01"
"K",10,"2019-07-26",36.4,"2019-01-01"
"K",46,"2019-08-10",65.89,"2019-01-01"
"K",48,"2019-02-24",103.43,"2019-01-01"
"K",24,"2019-08-12",55.32,"2019-01-01"
"K",47,"2019-02-17",105.47,"2019-01-01"
"K",48,"2019-05-28",98.54,"2019-01-01"
"K",12,"2019-03-01",35.43,"2019-01-01"
"K",24,"2019-10-05",47.66,"2019-01-01"
"K",59,"2019-05-04",86.16,"2019-01-01"
"K",46,"2019-01-16",83.1,"2019-01-01"
"K",11,"2019-12-23",32.83,"2019-01-01"
"K",24,"2019-06-19",65.36,"2019-01-01"
"K",48,"2019-03-09",109.56,"2019-01-01"
"K",13,"2019-12-26",38.83,"2019-01-01"
"K",35,"2019-05-03",75.58,"2019-01-01"
"K",48,"2019-08-11",91.66,"2019-01-01"
"K",48,"2019-09-09",91.25,"2019-01-01"
"K",24,"2019-07-19",59.98,"2019-01-01"
"K",12,"2019-06-19",33.37,"2019-01-01"
"K",59,"2019-10-31",78.58,"2019-01-01"
"K",12,"2019-10-24",31.9,"2019-01-01"
"K",11,"2019-05-26",39.84,"2019-01-01"
"K",47,"2019-04-25",68.24,"2019-01-01"
"K",35,"2019-07-01",83.92,"2019-01-01"
"K",11,"2019-07-18",37.06,"2019-01-01"
"K",46,"2019-03-20",65.56,"2019-01-01"
"K",46,"2019-08-06",85.77,"2019-01-01"
"K",46,"2019-08-08",69.06,"2019-01-01"
"K",12,"2019-07-02",30.61,"2019-01-01"
"K",59,"2019-10-29",104.63,"2019-01-01"
"K",11,"2019-08-24",39.18,"2019-01-01"
"K",12,"2019-05-12",32.64,"2019-01-01"
"K",11,"2019-05-16",35.31,"2019-01-01"
"K",10,"2019-04-28",30.86,"2019-01-01"
"K",48,"2019-04-03",81.53,"2019-01-01"
"K",48,"2019-10-09",71.76,"2019-01-01"
"K",35,"2019-08-26",84.78,"2019-01-01"
"K",59,"2019-01-09",102.83,"2019-01-01"
"K",48,"2019-07-24",110.45,"2019-01-01"
"K",24,"2019-02-09",42.77,"2019-01-01"
"K",47,"2019-11-30",96.91,"2019-01-01"
"K",47,"2019-01-29",73.61,"2019-01-01"
"K",48,"2019-03-25",110.78,"2019-01-01"
"K",46,"2019-04-18",105.67,"2019-01-01"
"K",13,"2019-08-25",37.98,"2019-01-01"
"K",13,"2019-03-04",43.82,"2019-01-01"
"K",10,"2019-07-05",29.96,"2019-01-01"
"K",11,"2019-01-24",33.92,"2019-01-01"
"K",59,"2019-10-12",81.34,"2019-01-01"
"K",48,"2019-12-08",91.33,"2019-01-01"
"K",48,"2019-11-18",94.22,"2019-01-01"
"K",13,"2019-12-19",35.84,"2019-01-01"
"K",10,"2019-12-16",30.69,"2019-01-01"
"K",13,"2019-05-06",42.45,"2019-01-01"
"K",10,"2019-10-12",28.63,"2019-01-01"
"K",59,"2019-08-15",85.62,"2019-01-01"
"K",10,"2019-07-19",28.49,"2019-01-01"
"K",11,"2019-01-20",32.62,"2019-01-01"
"K",24,"2019-04-29",55.22,"2019-01-01"
"K",10,"2019-07-19",36.72,"2019-01-01"
"K",10,"2019-03-10",35.27,"2019-01-01"
"K",24,"2019-10-01",55.17,"2019-01-01"
"K",47,"2019-06-17",96.88,"2019-01-01"
"K",46,"2019-02-15",89.36,"2019-01-01"
"K",13,"2019-07-28",39.53,"2019-01-01"
"K",35,"2019-02-18",59.24,"2019-01-01"
"K",24,"2019-12-15",53.17,"2019-01-01"
"K",47,"2019-04-15",102.37,"2019-01-01"
"K",35,"2019-04-02",67.59,"2019-01-01"
"K",12,"2019-03-31",33.89,"2019-01-01"
"K",46,"2019-12-03",106.01,"2019-01-01"
"K",10,"2019-12-16",34.07,"2019-01-01"
"K",35,"2019-01-30",75.49,"2019-01-01"
"K",59,"2019-05-08",108.41,"2019-01-01"
"K",35,"2019-04-17",86.62,"2019-01-01"
"K",47,"2019-10-31",78.13,"2019-01-01"
"K",35,"2019-08-22",84.02,"2019-01-01"
"K",11,"2019-12-24",31.16,"2019-01-01"
"K",10,"2019-10-28",29.62,"2019-01-01"
"K",46,"2019-05-21",67.2,"2019-01-01"
"K",11,"2019-01-10",31.58,"2019-01-01"
"K",24,"2019-02-22",59.35,"2019-01-01"
"K",59,"2019-07-12",79.12,"2019-01-01"
"K",12,"2019-06-18",35.72,"2019-01-01"
"K",59,"2019-10-24",83.53,"2019-01-01"
"K",47,"2019-11-23",70.15,"2019-01-01"
"K",48,"2019-03-25",85.91,"2019-01-01"
"K",59,"2019-05-31",79.66,"2019-01-01"
"K",12,"2019-03-28",36.33,"2019-01-01"
"K",13,"2019-04-12",34.31,"2019-01-01"
"K",46,"2019-09-15",85.54,"2019-01-01"
"K",48,"2019-07-23",76.53,"2019-01-01"
"K",35,"2019-08-26",57.2,"2019-01-01"
"K",48,"2019-08-10",109.52,"2019-01-01"
"K",48,"2019-10-02",110.52,"2019-01-01"
"K",24,"2019-07-06",58.7,"2019-01-01"
"K",11,"2019-08-03",36.53,"2019-01-01"
"K",24,"2019-09-28",46.6,"2019-01-01"
"K",59,"2019-11-10",118.46,"2019-01-01"
"K",48,"2019-12-01",77.15,"2019-01-01"
"K",48,"2019-08-17",72.06,"2019-01-01"
"K",48,"2019-09-11",91.44,"2019-01-01"
"K",47,"2019-09-07",101.72,"2019-01-01"
"K",46,"2019-02-25",109.47,"2019-01-01"
"K",59,"2019-06-27",107.91,"2019-01-01"
"K",46,"2019-12-13",91.07,"2019-01-01"
"K",59,"2019-04-23",102.49,"2019-01-01"
"K",48,"2019-12-14",83.17,"2019-01-01"
"K",47,"2019-07-18",76.55,"2019-01-01"
"K",35,"2019-10-04",58.21,"2019-01-01"
"K",47,"2019-06-14",70.99,"2019-01-01"
"K",13,"2019-10-10",31.22,"2019-01-01"
"K",46,"2019-07-15",83.76,"2019-01-01"
"K",24,"2019-02-25",42.87,"2019-01-01"
"K",48,"2019-04-22",103.49,"2019-01-01"
"K",35,"2019-04-02",72.24,"2019-01-01"
"K",59,"2019-12-23",128.13,"2019-01-01"
"K",12,"2019-05-12",35.97,"2019-01-01"
"K",48,"2019-04-24",68.88,"2019-01-01"
"K",47,"2019-05-22",96.86,"2019-01-01"
"K",46,"2019-01-16",89.33,"2019-01-01"
"K",59,"2019-12-18",115.53,"2019-01-01"
"K",13,"2019-09-15",33.16,"2019-01-01"
"K",35,"2019-02-01",67.53,"2019-01-01"
"K",48,"2019-03-25",112.55,"2019-01-01"
"K",13,"2019-06-18",37.98,"2019-01-01"
"K",59,"2019-03-03",93.19,"2019-01-01"
"K",46,"2019-05-07",96.64,"2019-01-01"
"K",46,"2019-02-12",65.01,"2019-01-01"
"K",59,"2019-03-25",81.04,"2019-01-01"
"K",24,"2019-02-02",63.08,"2019-01-01"
"K",47,"2019-05-23",76.46,"2019-01-01"
"K",12,"2019-10-03",38.87,"2019-01-01"
"K",59,"2019-06-03",121.16,"2019-01-01"
"K",11,"2019-12-30",30.41,"2019-01-01"
"K",59,"2019-11-26",79.84,"2019-01-01"
"K",11,"2019-12-12",38.74,"2019-01-01"
"K",24,"2019-01-05",54.6,"2019-01-01"
"K",59,"2019-11-12",103.92,"2019-01-01"
"K",46,"2019-02-19",85.34,"2019-01-01"
"K",13,"2019-01-03",42.77,"2019-01-01"
"K",46,"2019-02-25",80.59,"2019-01-01"
"K",35,"2019-05-25",63.03,"2019-01-01"
"K",10,"2019-01-17",31.15,"2019-01-01"
"K",47,"2019-06-01",70.52,"2019-01-01"
"K",12,"2019-05-10",40.88,"2019-01-01"
"K",46,"2019-06-29",96.24,"2019-01-01"
"K",13,"2019-07-15",42.87,"2019-01-01"
"K",59,"2019-11-06",108.29,"2019-01-01"
"K",24,"2019-07-16",45.67,"2019-01-01"
"K",48,"2019-10-29",103.55,"2019-01-01"
"K",13,"2019-07-07",36.99,"2019-01-01"
"K",59,"2019-09-01",107.98,"2019-01-01"
"K",24,"2019-03-22",55.98,"2019-01-01"
"K",35,"2019-03-10",68.08,"2019-01-01"
"K",13,"2019-11-16",35.81,"2019-01-01"
"K",12,"2019-09-26",33.09,"2019-01-01"
"K",12,"2019-04-11",40.55,"2019-01-01"
"K",10,"2019-01-20",29.36,"2019-01-01"
"K",12,"2019-02-21",29.98,"2019-01-01"
"K",24,"2019-11-01",62.13,"2019-01-01"
"K",13,"2019-11-05",36.77,"2019-01-01"
"K",12,"2019-11-04",30.66,"2019-01-01"
"K",46,"2019-07-06",79.56,"2019-01-01"
"K",47,"2019-11-01",91.05,"2019-01-01"
"K",13,"2019-08-01",37.55,"2019-01-01"
"K",47,"2019-03-25",99.33,"2019-01-01"
"K",48,"2019-10-11",69.05,"2019-01-01"
"K",48,"2019-12-16",92.25,"2019-01-01"
"K",24,"2019-08-05",58.36,"2019-01-01"
"K",47,"2019-01-10",90.89,"2019-01-01"
"K",59,"2019-01-09",90.41,"2019-01-01"
"K",48,"2019-06-13",73.49,"2019-01-01"
"K",10,"2019-02-18",35.9,"2019-01-01"
"K",10,"2019-11-29",31.48,"2019-01-01"
"K",12,"2019-01-25",40.82,"2019-01-01"
"K",24,"2019-06-17",57.53,"2019-01-01"
"K",24,"2019-05-15",65.09,"2019-01-01"
"K",13,"2019-12-25",42.73,"2019-01-01"
"K",11,"2019-07-23",29.36,"2019-01-01"
"K",48,"2019-01-10",74.25,"2019-01-01"
"K",59,"2019-05-07",131.37,"2019-01-01"
"K",10,"2019-02-16",28.66,"2019-01-01"
"K",13,"2019-10-24",32.08,"2019-01-01"
"K",46,"2019-05-27",104.58,"2019-01-01"
"K",13,"2019-04-21",34.17,"2019-01-01"
"K",10,"2019-10-06",28.61,"2019-01-01"
"K",35,"2019-12-24",83.49,"2019-01-01"
"K",12,"2019-02-22",36.3,"2019-01-01"
"K",11,"2019-04-26",33.99,"2019-01-01"
"K",46,"2019-11-05",75.94,"2019-01-01"
"K",24,"2019-12-29",53.42,"2019-01-01"
"K",35,"2019-08-07",60.72,"2019-01-01"
"K",12,"2019-07-23",36.95,"2019-01-01"
"K",48,"2019-02-02",109.33,"2019-01-01"
"K",11,"2019-09-21",39.32,"2019-01-01"
"K",13,"2019-06-03",31.5,"2019-01-01"
"K",24,"2019-04-06",58.17,"2019-01-01"
"K",10,"2019-09-18",30.43,"2019-01-01"
"K",10,"2019-03-30",37.05,"2019-01-01"
"K",24,"2019-01-13",54.55,"2019-01-01"
"K",48,"2019-08-12",73.29,"2019-01-01"
"K",10,"2019-04-26",29.89,"2019-01-01"
"K",46,"2019-08-08",93.68,"2019-01-01"
"K",46,"2019-01-11",72.11,"2019-01-01"
"K",46,"2019-01-15",80.13,"2019-01-01"
"K",13,"2019-05-24",34.21,"2019-01-01"
"K",48,"2019-10-03",73.09,"2019-01-01"
"K",59,"2019-08-08",84.56,"2019-01-01"
"K",12,"2019-08-27",30.16,"2019-01-01"
"K",10,"2019-10-13",36.48,"2019-01-01"
"K",12,"2019-02-01",33.97,"2019-01-01"
"K",13,"2019-07-08",37.52,"2019-01-01"
"K",48,"2019-01-31",101.01,"2019-01-01"
"K",12,"2019-01-22",30.64,"2019-01-01"
"K",35,"2019-12-11",72.2,"2019-01-01"
"K",47,"2019-03-20",90.95,"2019-01-01"
"K",47,"2019-10-21",95.69,"2019-01-01"
"K",47,"2019-10-22",73.65,"2019-01-01"
"K",11,"2019-01-27",39.59,"2019-01-01"
"K",11,"2019-01-13",38.9,"2019-01-01"
"K",47,"2019-06-03",92.41,"2019-01-01"
"K",12,"2019-09-11",33.55,"2019-01-01"
"K",13,"2019-04-24",34.59,"2019-01-01"
"K",11,"2019-02-12",36.74,"2019-01-01"
"K",12,"2019-06-09",40.65,"2019-01-01"
"K",48,"2019-09-08",67.27,"2019-01-01"
"K",35,"2019-03-08",59.04,"2019-01-01"
"K",11,"2019-12-20",39.38,"2019-01-01"
"K",13,"2019-11-21",33.07,"2019-01-01"
"K",10,"2019-05-16",28.37,"2019-01-01"
"K",10,"2019-12-04",32.94,"2019-01-01"
"K",47,"2019-10-04",70.22,"2019-01-01"
"K",47,"2019-10-13",104.59,"2019-01-01"
"K",47,"2019-03-08",89.83,"2019-01-01"
"K",12,"2019-06-09",35.49,"2019-01-01"
"K",47,"2019-02-15",76.92,"2019-01-01"
"K",46,"2019-04-04",85.38,"2019-01-01"
"K",47,"2019-05-27",70.51,"2019-01-01"
"K",10,"2019-04-28",28.85,"2019-01-01"
"K",48,"2019-10-09",67.84,"2019-01-01"
"K",11,"2019-11-21",36.64,"2019-01-01"
"K",46,"2019-11-01",74.66,"2019-01-01"
"K",35,"2019-04-23",71.45,"2019-01-01"
"K",48,"2019-10-22",72.67,"2019-01-01"
"K",12,"2019-08-14",32.38,"2019-01-01"
"K",13,"2019-06-18",36.98,"2019-01-01"
"K",59,"2019-07-27",81.26,"2019-01-01"
"K",13,"2019-11-15",39.56,"2019-01-01"
"K",46,"2019-12-10",72.44,"2019-01-01"
"K",59,"2019-07-15",85.59,"2019-01-01"
"K",24,"2019-08-27",45.16,"2019-01-01"
"K",11,"2019-01-05",38.03,"2019-01-01"
"K",24,"2019-02-04",53.41,"2019-01-01"
"K",24,"2019-06-08",52.31,"2019-01-01"
"K",47,"2019-08-27",66.94,"2019-01-01"
"K",12,"2019-06-08",36.66,"2019-01-01"
"K",48,"2019-08-04",107.51,"2019-01-01"
"K",12,"2019-06-12",36,"2019-01-01"
"K",47,"2019-06-03",99.4,"2019-01-01"
"K",11,"2019-05-11",29.69,"2019-01-01"
"K",46,"2019-11-28",89.15,"2019-01-01"
"K",47,"2019-05-08",88.77,"2019-01-01"
"K",59,"2019-07-24",115.38,"2019-01-01"
"K",35,"2019-11-12",59.51,"2019-01-01"
"K",47,"2019-11-22",102.59,"2019-01-01"
"K",24,"2019-04-08",65.28,"2019-01-01"
"K",24,"2019-10-08",63.98,"2019-01-01"
"K",11,"2019-09-29",34.92,"2019-01-01"
"K",46,"2019-06-06",77.1,"2019-01-01"
"K",11,"2019-04-23",39.58,"2019-01-01"
"K",48,"2019-10-22",101.94,"2019-01-01"
"K",24,"2019-04-20",59.03,"2019-01-01"
"K",35,"2019-10-23",59.27,"2019-01-01"
"K",12,"2019-11-12",34.09,"2019-01-01"
"K",11,"2019-11-03",29.99,"2019-01-01"
"K",24,"2019-10-29",59.6,"2019-01-01"
"K",24,"2019-11-25",53.52,"2019-01-01"
"K",47,"2019-01-04",69.83,"2019-01-01"
"K",46,"2019-09-10",66.18,"2019-01-01"
"K",10,"2019-11-12",36.85,"2019-01-01"
"K",59,"2019-10-11",108.4,"2019-01-01"
"K",35,"2019-01-18",69.18,"2019-01-01"
"K",11,"2019-08-17",39.17,"2019-01-01"
"K",12,"2019-09-19",33.58,"2019-01-01"
"K",13,"2019-03-24",35.19,"2019-01-01"
"K",35,"2019-07-14",57.16,"2019-01-01"
"K",46,"2019-05-15",106.53,"2019-01-01"
"K",47,"2019-04-07",108.86,"2019-01-01"
"K",35,"2019-10-12",58.41,"2019-01-01"
"K",12,"2019-07-08",35.53,"2019-01-01"
"K",59,"2019-10-02",81.33,"2019-01-01"
"K",24,"2019-11-05",56.2,"2019-01-01"
"K",47,"2019-12-13",95.44,"2019-01-01"
"K",59,"2019-05-22",102.52,"2019-01-01"
"K",24,"2019-06-12",46.34,"2019-01-01"
"K",11,"2019-05-15",32.91,"2019-01-01"
"K",35,"2019-11-25",57.65,"2019-01-01"
"K",13,"2019-06-06",31.09,"2019-01-01"
"K",11,"2019-05-19",37.62,"2019-01-01"
"K",46,"2019-01-06",89.2,"2019-01-01"
"K",11,"2019-12-26",34.71,"2019-01-01"
"K",46,"2019-09-29",66.92,"2019-01-01"
"K",13,"2019-04-09",39.8,"2019-01-01"
"K",12,"2019-06-21",36.13,"2019-01-01"
"K",24,"2019-10-13",47.67,"2019-01-01"
"K",12,"2019-10-19",32.05,"2019-01-01"
"K",12,"2019-06-29",33.98,"2019-01-01"
"K",48,"2019-02-20",112.52,"2019-01-01"
"K",59,"2019-02-06",130.52,"2019-01-01"
"K",11,"2019-03-14",36.06,"2019-01-01"
"K",24,"2019-11-11",54.98,"2019-01-01"
"K",11,"2019-07-16",34.84,"2019-01-01"
"K",35,"2019-09-16",63.09,"2019-01-01"
"K",59,"2019-01-15",93.14,"2019-01-01"
"K",11,"2019-03-01",38.67,"2019-01-01"
"K",35,"2019-05-14",53.85,"2019-01-01"
"K",11,"2019-02-02",30.5,"2019-01-01"
"K",13,"2019-05-27",35.24,"2019-01-01"
"K",35,"2019-01-09",87.27,"2019-01-01"
"K",12,"2019-09-29",30.99,"2019-01-01"
"K",24,"2019-01-13",42.97,"2019-01-01"
"K",35,"2019-12-16",82.59,"2019-01-01"
"K",35,"2019-09-10",71.67,"2019-01-01"
"K",13,"2019-02-05",36.81,"2019-01-01"
"K",48,"2019-10-04",83.53,"2019-01-01"
"K",48,"2019-08-07",93.53,"2019-01-01"
"K",11,"2019-12-07",32.38,"2019-01-01"
"K",24,"2019-06-24",49.84,"2019-01-01"
"K",35,"2019-11-05",56.13,"2019-01-01"
"K",35,"2019-04-30",76.61,"2019-01-01"
"K",10,"2019-05-18",29.27,"2019-01-01"
"K",47,"2019-10-23",89.95,"2019-01-01"
"K",46,"2019-06-28",109.59,"2019-01-01"
