"product","province","period","price1","price2","price3","year"
"H","10",2019-03-01,107.36,100.39,104.84,2019-01-01
"I","10",2019-03-01,84.08,80.47,75.51,2019-01-01
"A","11",2019-03-01,67.22,65.78,74.39,2019-01-01
"B","11",2019-03-01,93.33,87.06,89.1,2019-01-01
"C","11",2019-03-01,95.74,88.58,NA,2019-01-01
"D","11",2019-03-01,110.07,106.01,111.95,2019-01-01
"E","11",2019-03-01,140.51,143.27,139.59,2019-01-01
"F","11",2019-03-01,86.17,92.21,77.83,2019-01-01
"G","11",2019-03-01,110.43,107.89,117.09,2019-01-01
"H","11",2019-03-01,109.02,114.99,103.68,2019-01-01
"I","11",2019-03-01,94.62,101.79,92.24,2019-01-01
"A","12",2019-03-01,37.81,29.86,32.25,2019-01-01
"B","12",2019-03-01,218.97,215.52,217.55,2019-01-01
"C","12",2019-03-01,59.62,59.58,NA,2019-01-01
"D","12",2019-03-01,43.07,41.38,48.79,2019-01-01
"E","12",2019-03-01,93.29,101.58,91.61,2019-01-01
"F","12",2019-03-01,182.53,182.37,179.76,2019-01-01
"G","12",2019-03-01,81.24,74.83,80.31,2019-01-01
"H","12",2019-03-01,110.45,106.87,116.54,2019-01-01
"I","12",2019-03-01,82.74,80.38,77.18,2019-01-01
"A","13",2019-03-01,39.72,42.08,33.53,2019-01-01
"B","13",2019-03-01,48.91,49.6,41.35,2019-01-01
"C","13",2019-03-01,86.2,81.97,NA,2019-01-01
"D","13",2019-03-01,65.38,62.37,57.08,2019-01-01
"E","13",2019-03-01,151.26,158.69,142.52,2019-01-01
"F","13",2019-03-01,94.09,88.92,92.43,2019-01-01
"G","13",2019-03-01,90.66,89.86,86.4,2019-01-01
"H","13",2019-03-01,175.76,178.11,179.78,2019-01-01
"I","13",2019-03-01,160.76,153.87,152.78,2019-01-01
"A","24",2019-03-01,68.08,63.89,68.81,2019-01-01
"B","24",2019-03-01,62.46,62.62,61.4,2019-01-01
"C","24",2019-03-01,55,46.52,58.6,2019-01-01
"D","24",2019-03-01,99.04,96.17,107.88,2019-01-01
"E","24",2019-03-01,147.9,154.8,145.72,2019-01-01
"F","24",2019-03-01,59.86,67.4,66.21,2019-01-01
"G","24",2019-03-01,89.33,94.52,96.92,2019-01-01
"H","24",2019-03-01,153.53,145.1,151.47,2019-01-01
"I","24",2019-03-01,53.33,54.2,52.11,2019-01-01
"A","35",2019-03-01,78.5,72.84,81.98,2019-01-01
"B","35",2019-03-01,103.48,99.86,108.41,2019-01-01
"C","35",2019-03-01,87.29,94,84.46,2019-01-01
"D","35",2019-03-01,54.79,49.91,47.25,2019-01-01
"E","35",2019-03-01,100.73,96.7,102.33,2019-01-01
"F","35",2019-03-01,56.74,62.45,47.91,2019-01-01
"G","35",2019-03-01,75.55,81.66,74.63,2019-01-01
"H","35",2019-03-01,144.19,149.8,137.92,2019-01-01
"I","35",2019-03-01,231.18,231.79,237.96,2019-01-01
"A","46",2019-03-01,63.74,61.95,68.92,2019-01-01
"B","46",2019-03-01,78.61,71.97,87.42,2019-01-01
"C","46",2019-03-01,77.89,71.28,84.87,2019-01-01
"D","46",2019-03-01,47.7,43.75,47.49,2019-01-01
"E","46",2019-03-01,85.37,93.78,88.32,2019-01-01
"F","46",2019-03-01,110.77,105.1,113.81,2019-01-01
"G","46",2019-03-01,172.59,164.35,171.12,2019-01-01
"H","46",2019-03-01,76.53,67.6,81.54,2019-01-01
"I","46",2019-03-01,129.12,126.06,134.35,2019-01-01
"A","47",2019-03-01,41.02,37.58,35.18,2019-01-01
"B","47",2019-03-01,86,85.69,89.61,2019-01-01
"C","47",2019-03-01,99.56,104.13,98.56,2019-01-01
"D","47",2019-03-01,103.22,109.68,104.97,2019-01-01
"E","47",2019-03-01,67.27,71.75,70.48,2019-01-01
"F","47",2019-03-01,79.72,71.65,81.45,2019-01-01
"G","47",2019-03-01,33.29,32.14,33.55,2019-01-01
"H","47",2019-03-01,85.06,91.39,91.96,2019-01-01
"I","47",2019-03-01,107.71,107.82,107.98,2019-01-01
"A","48",2019-03-01,42.59,42.92,47.45,2019-01-01
"B","48",2019-03-01,95.54,87.49,99.5,2019-01-01
"C","48",2019-03-01,84.36,90.97,87.78,2019-01-01
"D","48",2019-03-01,55.21,62.41,51.02,2019-01-01
"E","48",2019-03-01,119.68,125.08,123.52,2019-01-01
"F","48",2019-03-01,95.99,87.41,94.68,2019-01-01
"G","48",2019-03-01,154.9,149.39,157.09,2019-01-01
"H","48",2019-03-01,117.5,115.86,117.67,2019-01-01
"I","48",2019-03-01,251.42,244.03,247.02,2019-01-01
"A","59",2019-03-01,72.01,63.59,65.52,2019-01-01
"B","59",2019-03-01,44.66,49.32,44.89,2019-01-01
"C","59",2019-03-01,81.48,89.48,73.49,2019-01-01
"D","59",2019-03-01,283.22,280.22,NA,2019-01-01
"E","59",2019-03-01,137.88,138.98,144.16,2019-01-01
"F","59",2019-03-01,77.57,72.2,NA,2019-01-01
"G","59",2019-03-01,46.44,41.01,42.68,2019-01-01
"H","59",2019-03-01,91.7,91.13,91.22,2019-01-01
"I","59",2019-03-01,80.52,78.4,87.09,2019-01-01
"A","10",2019-04-01,78,76.6,70.58,2019-01-01
"B","10",2019-04-01,92.06,84.47,96.66,2019-01-01
"C","10",2019-04-01,150.53,144,NA,2019-01-01
"D","10",2019-04-01,117.62,108.65,122.46,2019-01-01
"E","10",2019-04-01,96.93,94.92,91.05,2019-01-01
"F","10",2019-04-01,90.1,89.75,87.39,2019-01-01
"G","10",2019-04-01,202.4,205.06,199.13,2019-01-01
"H","10",2019-04-01,122.07,119.22,114.63,2019-01-01
"I","10",2019-04-01,93.7,87.79,97.29,2019-01-01
"A","11",2019-04-01,73.85,68.27,67.95,2019-01-01
"B","11",2019-04-01,103.03,94.39,95.93,2019-01-01
"C","11",2019-04-01,102.31,94.82,NA,2019-01-01
"D","11",2019-04-01,102.56,95.76,97.86,2019-01-01
"E","11",2019-04-01,141.92,138.28,136.38,2019-01-01
"F","11",2019-04-01,100.98,103.85,96.79,2019-01-01
"G","11",2019-04-01,111.21,112.9,107.85,2019-01-01
"H","11",2019-04-01,125.25,122.63,125.09,2019-01-01
"I","11",2019-04-01,112.13,104.39,103.39,2019-01-01
"A","12",2019-04-01,42.45,33.49,34.22,2019-01-01
"B","12",2019-04-01,201.48,196.31,200.17,2019-01-01
"C","12",2019-04-01,58.46,57.55,NA,2019-01-01
"D","12",2019-04-01,50.65,55.46,47.42,2019-01-01
"E","12",2019-04-01,81.37,76.78,75.4,2019-01-01
"F","12",2019-04-01,172.28,164.19,179.67,2019-01-01
"G","12",2019-04-01,87.92,83.01,88.37,2019-01-01
"H","12",2019-04-01,94.92,100.75,92.6,2019-01-01
"I","12",2019-04-01,81.06,88.91,89.14,2019-01-01
"A","13",2019-04-01,36.1,40.5,31.96,2019-01-01
"B","13",2019-04-01,45.76,50.3,44.27,2019-01-01
"C","13",2019-04-01,87.45,79.84,NA,2019-01-01
"D","13",2019-04-01,69.32,70.96,74.43,2019-01-01
"E","13",2019-04-01,140.13,142.21,134.92,2019-01-01
"F","13",2019-04-01,85.36,92.15,84.99,2019-01-01
"G","13",2019-04-01,101.94,104.17,109.66,2019-01-01
"H","13",2019-04-01,154.29,153.19,157.74,2019-01-01
"I","13",2019-04-01,162.7,155.93,153.94,2019-01-01
"A","24",2019-04-01,65.65,60.03,64.36,2019-01-01
"B","24",2019-04-01,71.66,78.13,68.17,2019-01-01
"C","24",2019-04-01,61.71,60.27,59.18,2019-01-01
"D","24",2019-04-01,100.98,102.31,101.41,2019-01-01
"E","24",2019-04-01,158.59,150.57,151.74,2019-01-01
"F","24",2019-04-01,65.58,67.52,73.48,2019-01-01
"G","24",2019-04-01,77.17,74.97,74.16,2019-01-01
"H","24",2019-04-01,141.47,149.15,140.15,2019-01-01
"I","24",2019-04-01,58.83,61.44,63.95,2019-01-01
"A","35",2019-04-01,87.61,80.77,94.65,2019-01-01
"B","35",2019-04-01,95.52,104.44,93.34,2019-01-01
"C","35",2019-04-01,89.63,88.84,80.89,2019-01-01
"D","35",2019-04-01,50.05,46.7,52.73,2019-01-01
"E","35",2019-04-01,113.28,119.1,108.86,2019-01-01
"F","35",2019-04-01,65.49,62.98,67.82,2019-01-01
"G","35",2019-04-01,74.94,70.52,76.81,2019-01-01
"H","35",2019-04-01,156.06,148.94,147.33,2019-01-01
"I","35",2019-04-01,251.56,243.88,260.18,2019-01-01
"A","46",2019-04-01,56.49,53.11,63.3,2019-01-01
"B","46",2019-04-01,77.83,74.35,69.45,2019-01-01
"C","46",2019-04-01,70.31,78.48,72.83,2019-01-01
"D","46",2019-04-01,53.64,56.67,44.67,2019-01-01
"E","46",2019-04-01,98.37,90.53,95.53,2019-01-01
"F","46",2019-04-01,100.77,101.35,105.39,2019-01-01
"G","46",2019-04-01,169.58,169.07,171.21,2019-01-01
"H","46",2019-04-01,83.18,90,85.71,2019-01-01
"I","46",2019-04-01,132.02,131.9,124.78,2019-01-01
"A","47",2019-04-01,35.61,30.29,34.96,2019-01-01
"B","47",2019-04-01,89.01,91.46,90.36,2019-01-01
"C","47",2019-04-01,106.03,99.56,110.03,2019-01-01
"D","47",2019-04-01,118.77,124.58,113.88,2019-01-01
"E","47",2019-04-01,79.33,82.12,73.21,2019-01-01
"F","47",2019-04-01,92.67,86.55,92.2,2019-01-01
"G","47",2019-04-01,33.52,34.87,26.36,2019-01-01
"H","47",2019-04-01,86.93,95.71,80.7,2019-01-01
"I","47",2019-04-01,104.14,107.26,101.54,2019-01-01
"A","48",2019-04-01,45.81,37.87,37.64,2019-01-01
"B","48",2019-04-01,100.01,102.49,97.52,2019-01-01
"C","48",2019-04-01,77.81,76.92,74.3,2019-01-01
"D","48",2019-04-01,50.08,42.99,45.93,2019-01-01
"E","48",2019-04-01,108.37,110.86,115.39,2019-01-01
"F","48",2019-04-01,101.26,105.41,108.88,2019-01-01
"G","48",2019-04-01,166.08,174.5,166.35,2019-01-01
"H","48",2019-04-01,100.26,107.47,107.92,2019-01-01
"I","48",2019-04-01,266.33,259.91,263.73,2019-01-01
"A","59",2019-04-01,62.21,69.46,68.89,2019-01-01
"B","59",2019-04-01,49.59,57.61,43.07,2019-01-01
"C","59",2019-04-01,85.79,85.35,89.05,2019-01-01
"D","59",2019-04-01,300.63,293.04,NA,2019-01-01
"E","59",2019-04-01,127.83,124.32,136.23,2019-01-01
"F","59",2019-04-01,72.37,71.37,NA,2019-01-01
"G","59",2019-04-01,43.87,37.01,52.36,2019-01-01
"H","59",2019-04-01,98.35,91,101.72,2019-01-01
"I","59",2019-04-01,76.42,75.39,82.71,2019-01-01
"A","10",2019-05-01,77.35,78.47,69.58,2019-01-01
"B","10",2019-05-01,110.07,112.23,107,2019-01-01
"C","10",2019-05-01,135.7,144.45,NA,2019-01-01
"D","10",2019-05-01,128.71,127.11,132.15,2019-01-01
"E","10",2019-05-01,110.1,110.26,106.38,2019-01-01
"F","10",2019-05-01,94.18,88.26,89.81,2019-01-01
"G","10",2019-05-01,175.12,177.17,169.71,2019-01-01
"H","10",2019-05-01,143.67,139.47,139.24,2019-01-01
"I","10",2019-05-01,89.16,96.98,87.75,2019-01-01
"A","11",2019-05-01,64.44,67.64,61.59,2019-01-01
"B","11",2019-05-01,123.39,114.83,122.78,2019-01-01
"C","11",2019-05-01,94.04,92.63,NA,2019-01-01
"D","11",2019-05-01,114.12,115.69,116.66,2019-01-01
"E","11",2019-05-01,135.29,131.91,138.22,2019-01-01
"F","11",2019-05-01,91.75,95.4,98.99,2019-01-01
"G","11",2019-05-01,116.87,112.97,112.1,2019-01-01
"H","11",2019-05-01,121.65,123.58,127.39,2019-01-01
"I","11",2019-05-01,125.76,125.72,129.75,2019-01-01
"A","12",2019-05-01,48.29,52.79,56.11,2019-01-01
"B","12",2019-05-01,223.69,216.72,217.57,2019-01-01
"C","12",2019-05-01,62.54,59.16,NA,2019-01-01
"D","12",2019-05-01,45.95,41.38,39.38,2019-01-01
"E","12",2019-05-01,76.6,74.05,77.3,2019-01-01
"F","12",2019-05-01,175.94,183.35,173.2,2019-01-01
"G","12",2019-05-01,92.14,94.13,91.78,2019-01-01
"H","12",2019-05-01,85.52,86.75,89.76,2019-01-01
"I","12",2019-05-01,78.72,74.4,70.3,2019-01-01
"A","13",2019-05-01,38.71,36.64,34.77,2019-01-01
"B","13",2019-05-01,54.67,51.72,52.48,2019-01-01
"C","13",2019-05-01,101.96,95.35,NA,2019-01-01
"D","13",2019-05-01,70.5,69.5,78.64,2019-01-01
"E","13",2019-05-01,157.79,163.23,164.82,2019-01-01
"F","13",2019-05-01,85.08,92.76,91.76,2019-01-01
"G","13",2019-05-01,114.1,111.52,111.37,2019-01-01
"H","13",2019-05-01,146.27,147.98,142.49,2019-01-01
"I","13",2019-05-01,149.24,146.89,147.98,2019-01-01
"A","24",2019-05-01,63.08,70.13,59.33,2019-01-01
"B","24",2019-05-01,84.87,83.89,83.8,2019-01-01
"C","24",2019-05-01,60.22,67.75,65.18,2019-01-01
"D","24",2019-05-01,91.35,85.49,92.04,2019-01-01
"E","24",2019-05-01,138.09,145.27,138.82,2019-01-01
"F","24",2019-05-01,70.25,63.64,62.13,2019-01-01
"G","24",2019-05-01,88.07,79.64,89.19,2019-01-01
"H","24",2019-05-01,148.03,151.19,148.07,2019-01-01
"I","24",2019-05-01,63.28,66.81,55.36,2019-01-01
"A","35",2019-05-01,95.56,97.4,103.61,2019-01-01
"B","35",2019-05-01,96.98,96.32,97.85,2019-01-01
"C","35",2019-05-01,103.39,105.88,97.04,2019-01-01
"D","35",2019-05-01,54.25,54.19,59.25,2019-01-01
"E","35",2019-05-01,108.05,108.7,111.82,2019-01-01
"F","35",2019-05-01,65.72,68.71,68.7,2019-01-01
"G","35",2019-05-01,85.1,92.54,88.9,2019-01-01
"H","35",2019-05-01,165.49,157.77,157.21,2019-01-01
"I","35",2019-05-01,244.82,241.79,240.64,2019-01-01
"A","46",2019-05-01,51.49,47.79,52.27,2019-01-01
"B","46",2019-05-01,92.95,93.05,89.88,2019-01-01
"C","46",2019-05-01,76.16,78.91,83.91,2019-01-01
"D","46",2019-05-01,62.3,57.27,68.85,2019-01-01
"E","46",2019-05-01,109.92,102.68,108.22,2019-01-01
"F","46",2019-05-01,88.23,79.31,95.86,2019-01-01
"G","46",2019-05-01,203.45,208.91,203.21,2019-01-01
"H","46",2019-05-01,94.05,94.65,98.2,2019-01-01
"I","46",2019-05-01,137.51,141.12,144.3,2019-01-01
"A","47",2019-05-01,35.38,38.6,32.03,2019-01-01
"B","47",2019-05-01,76.49,77.54,70.46,2019-01-01
"C","47",2019-05-01,122.54,129.46,116.98,2019-01-01
"D","47",2019-05-01,107.54,112.62,103.75,2019-01-01
"E","47",2019-05-01,84.77,93.58,80.42,2019-01-01
"F","47",2019-05-01,88.62,88.01,79.65,2019-01-01
"G","47",2019-05-01,38.61,36.94,40.03,2019-01-01
"H","47",2019-05-01,79.69,70.7,81.43,2019-01-01
"I","47",2019-05-01,123.76,119.33,121.26,2019-01-01
"A","48",2019-05-01,39.15,47.69,46.81,2019-01-01
"B","48",2019-05-01,100.12,93.96,106.75,2019-01-01
"C","48",2019-05-01,80.41,74.4,80.99,2019-01-01
"D","48",2019-05-01,58.02,50.83,65.92,2019-01-01
"E","48",2019-05-01,128.3,130.67,135.55,2019-01-01
"F","48",2019-05-01,92.58,87.59,86.37,2019-01-01
"G","48",2019-05-01,181.12,187.72,186.52,2019-01-01
"H","48",2019-05-01,100.96,101.21,92.65,2019-01-01
"I","48",2019-05-01,302.76,293.88,306.03,2019-01-01
"A","59",2019-05-01,59.58,54.7,65.13,2019-01-01
"B","59",2019-05-01,46.33,54.17,45.91,2019-01-01
"C","59",2019-05-01,93.67,100.09,87.06,2019-01-01
"D","59",2019-05-01,309.66,317.21,NA,2019-01-01
"E","59",2019-05-01,130.73,138.17,126.16,2019-01-01
"F","59",2019-05-01,74.21,68.68,NA,2019-01-01
"G","59",2019-05-01,43.18,48.63,47.08,2019-01-01
"H","59",2019-05-01,88.48,86.69,83.76,2019-01-01
"I","59",2019-05-01,85.75,88.41,88.72,2019-01-01
"A","10",2019-06-01,77.34,73.4,86.06,2019-01-01
"B","10",2019-06-01,130.61,138.74,124.18,2019-01-01
"C","10",2019-06-01,157.68,152.22,NA,2019-01-01
"D","10",2019-06-01,131.31,138.79,130.95,2019-01-01
"E","10",2019-06-01,99.44,98.23,94.93,2019-01-01
"F","10",2019-06-01,102.34,101.93,100.36,2019-01-01
"G","10",2019-06-01,158.15,150.59,164.88,2019-01-01
"H","10",2019-06-01,129.41,136.44,128.32,2019-01-01
"I","10",2019-06-01,82.89,91.57,80.45,2019-01-01
"A","11",2019-06-01,68.2,70.96,69.7,2019-01-01
"B","11",2019-06-01,147.6,147.27,150.21,2019-01-01
"C","11",2019-06-01,82.7,89.74,NA,2019-01-01
"D","11",2019-06-01,97.11,91.52,103.72,2019-01-01
"E","11",2019-06-01,121.31,126.87,118.55,2019-01-01
"F","11",2019-06-01,89,80.21,87.15,2019-01-01
"G","11",2019-06-01,138.27,142.01,133.44,2019-01-01
"H","11",2019-06-01,115.62,112.96,118.68,2019-01-01
"I","11",2019-06-01,136.43,129.76,142.18,2019-01-01
"A","12",2019-06-01,42.21,36.42,39.38,2019-01-01
"B","12",2019-06-01,247.38,250.55,241.96,2019-01-01
"C","12",2019-06-01,74.86,70.37,NA,2019-01-01
"D","12",2019-06-01,52.11,53.7,60.4,2019-01-01
"E","12",2019-06-01,85.26,93.18,85.28,2019-01-01
"F","12",2019-06-01,171.21,167.34,169.55,2019-01-01
"G","12",2019-06-01,88.65,96.76,90.68,2019-01-01
"H","12",2019-06-01,91.76,88.3,82.98,2019-01-01
"I","12",2019-06-01,84.56,83.47,77.47,2019-01-01
"A","13",2019-06-01,39.39,32.83,35.32,2019-01-01
"B","13",2019-06-01,54.53,52.26,49.34,2019-01-01
"C","13",2019-06-01,108.92,106.81,NA,2019-01-01
"D","13",2019-06-01,75.68,76.81,81.42,2019-01-01
"E","13",2019-06-01,152.45,153.98,147.35,2019-01-01
"F","13",2019-06-01,84.28,81.61,86.38,2019-01-01
"G","13",2019-06-01,114.26,111.22,122.47,2019-01-01
"H","13",2019-06-01,137.39,134.75,146.1,2019-01-01
"I","13",2019-06-01,146.39,143.48,138.41,2019-01-01
"A","24",2019-06-01,60.41,63.14,57.5,2019-01-01
"B","24",2019-06-01,87.97,89.15,91.54,2019-01-01
"C","24",2019-06-01,71.4,76.34,78.12,2019-01-01
"D","24",2019-06-01,77.71,79.77,69.01,2019-01-01
"E","24",2019-06-01,165.69,171.19,174.62,2019-01-01
"F","24",2019-06-01,74.61,76.08,72.12,2019-01-01
"G","24",2019-06-01,102.04,109.71,107.47,2019-01-01
"H","24",2019-06-01,142.86,136.15,144.05,2019-01-01
"I","24",2019-06-01,57.58,52.53,66.48,2019-01-01
"A","35",2019-06-01,87.6,89.34,81.05,2019-01-01
"B","35",2019-06-01,109.67,118.06,117.58,2019-01-01
"C","35",2019-06-01,107.65,99.45,115.25,2019-01-01
"D","35",2019-06-01,48.65,39.91,42.96,2019-01-01
"E","35",2019-06-01,114.34,109.02,115.14,2019-01-01
"F","35",2019-06-01,74.32,69.26,78.21,2019-01-01
"G","35",2019-06-01,101.63,105.42,103.95,2019-01-01
"H","35",2019-06-01,166.52,170.88,163.27,2019-01-01
"I","35",2019-06-01,290.34,288.1,294.09,2019-01-01
"A","46",2019-06-01,59.63,53.55,61.31,2019-01-01
"B","46",2019-06-01,91.75,96.87,90.3,2019-01-01
"C","46",2019-06-01,70.69,70.41,74.65,2019-01-01
"D","46",2019-06-01,69.36,69.59,62.73,2019-01-01
"E","46",2019-06-01,96.5,97.22,91.33,2019-01-01
"F","46",2019-06-01,102.79,96.39,109.72,2019-01-01
"G","46",2019-06-01,239.72,248.73,231.13,2019-01-01
"H","46",2019-06-01,99.34,92.85,106.05,2019-01-01
"I","46",2019-06-01,142.08,142.42,142.18,2019-01-01
"A","47",2019-06-01,37.28,40.35,38.62,2019-01-01
"B","47",2019-06-01,89.97,92.32,83.73,2019-01-01
"C","47",2019-06-01,104.62,107.98,104.35,2019-01-01
"D","47",2019-06-01,111.01,111.14,102.77,2019-01-01
"E","47",2019-06-01,73.59,65.23,74.76,2019-01-01
"F","47",2019-06-01,75.54,77.86,80.01,2019-01-01
"G","47",2019-06-01,41.51,43.58,48.91,2019-01-01
"H","47",2019-06-01,78.13,73.89,80.27,2019-01-01
"I","47",2019-06-01,119.7,126.73,113.49,2019-01-01
"A","48",2019-06-01,37.46,40.06,35.79,2019-01-01
"B","48",2019-06-01,95.34,100.88,94.69,2019-01-01
"C","48",2019-06-01,81.24,79.85,87.71,2019-01-01
"D","48",2019-06-01,64.76,73.16,56.68,2019-01-01
"E","48",2019-06-01,139.67,138.74,135.57,2019-01-01
"F","48",2019-06-01,86.65,82.28,94.05,2019-01-01
"G","48",2019-06-01,165.99,170.27,168.55,2019-01-01
"H","48",2019-06-01,101.53,107.94,104.68,2019-01-01
"I","48",2019-06-01,259.57,256.75,267.28,2019-01-01
"A","59",2019-06-01,55.1,50.38,47.01,2019-01-01
"B","59",2019-06-01,40.27,34.95,44.07,2019-01-01
"C","59",2019-06-01,97.63,97.34,103.62,2019-01-01
"D","59",2019-06-01,331.76,336.81,NA,2019-01-01
"E","59",2019-06-01,132,125.24,130.44,2019-01-01
"F","59",2019-06-01,77.22,83.78,NA,2019-01-01
"G","59",2019-06-01,49.4,51.21,54.7,2019-01-01
"H","59",2019-06-01,96.59,102.21,100.04,2019-01-01
"I","59",2019-06-01,74.5,76.1,73.01,2019-01-01
"A","10",2019-07-01,76.29,84.21,84.68,2019-01-01
"B","10",2019-07-01,152.33,149.16,149.74,2019-01-01
"C","10",2019-07-01,174.51,178.93,NA,2019-01-01
"D","10",2019-07-01,119.38,113.19,110.63,2019-01-01
"E","10",2019-07-01,88.46,91.12,95.13,2019-01-01
"F","10",2019-07-01,118.98,125.08,122.78,2019-01-01
"G","10",2019-07-01,153.01,159.09,157.33,2019-01-01
"H","10",2019-07-01,117.71,123.85,111.64,2019-01-01
"I","10",2019-07-01,87.92,79.62,81.25,2019-01-01
"A","11",2019-07-01,72.44,64.32,71.06,2019-01-01
"B","11",2019-07-01,139.3,133.49,137.95,2019-01-01
"C","11",2019-07-01,81.37,72.38,NA,2019-01-01
"D","11",2019-07-01,101,103.23,93.41,2019-01-01
"E","11",2019-07-01,105.56,109.44,108.98,2019-01-01
"F","11",2019-07-01,79.26,88.21,77.23,2019-01-01
"G","11",2019-07-01,117.71,110.34,110.5,2019-01-01
"H","11",2019-07-01,109.37,108.11,112.83,2019-01-01
"I","11",2019-07-01,146.07,152.24,140.08,2019-01-01
"A","12",2019-07-01,43.31,45.75,42.2,2019-01-01
"B","12",2019-07-01,266.09,261.13,266.94,2019-01-01
"C","12",2019-07-01,67.96,61.35,NA,2019-01-01
"D","12",2019-07-01,46.85,44.1,44.7,2019-01-01
"E","12",2019-07-01,98.26,100.63,103.2,2019-01-01
"F","12",2019-07-01,186.59,191.47,187.83,2019-01-01
"G","12",2019-07-01,78.6,77.48,83.41,2019-01-01
"H","12",2019-07-01,84.04,79.81,92.91,2019-01-01
"I","12",2019-07-01,86.16,90.52,87.79,2019-01-01
"A","13",2019-07-01,45.7,44.09,40.69,2019-01-01
"B","13",2019-07-01,58.5,54.21,56.35,2019-01-01
"C","13",2019-07-01,121.3,120.59,NA,2019-01-01
"D","13",2019-07-01,68.74,70.81,73.57,2019-01-01
"E","13",2019-07-01,155.72,150.98,147.38,2019-01-01
"F","13",2019-07-01,92.55,93.89,95.28,2019-01-01
"G","13",2019-07-01,105.84,103.33,102.01,2019-01-01
"H","13",2019-07-01,147.76,139.28,153.5,2019-01-01
"I","13",2019-07-01,161.8,169.72,160.21,2019-01-01
"A","24",2019-07-01,63.9,70.88,55.57,2019-01-01
"B","24",2019-07-01,93.46,96.85,87.82,2019-01-01
"C","24",2019-07-01,71.62,65.74,79.42,2019-01-01
"D","24",2019-07-01,88.57,89.27,80.83,2019-01-01
"E","24",2019-07-01,171.54,174.59,176.33,2019-01-01
"F","24",2019-07-01,72.93,68.34,80.89,2019-01-01
"G","24",2019-07-01,121.67,127.34,116.72,2019-01-01
"H","24",2019-07-01,128.37,122.98,132.01,2019-01-01
"I","24",2019-07-01,51.17,57.59,52.26,2019-01-01
"A","35",2019-07-01,77.3,78.44,70.15,2019-01-01
"B","35",2019-07-01,126.75,119.37,133.81,2019-01-01
"C","35",2019-07-01,117.69,112.19,114.61,2019-01-01
"D","35",2019-07-01,49.57,56.73,43.44,2019-01-01
"E","35",2019-07-01,127.41,119.62,125.51,2019-01-01
"F","35",2019-07-01,79.43,87.33,73.58,2019-01-01
"G","35",2019-07-01,106.55,110.17,111.43,2019-01-01
"H","35",2019-07-01,190.59,186.64,196.09,2019-01-01
"I","35",2019-07-01,333.55,342.15,342.02,2019-01-01
"A","46",2019-07-01,57.38,58.6,64.32,2019-01-01
"B","46",2019-07-01,87.74,83.54,91.65,2019-01-01
"C","46",2019-07-01,67.89,73.78,69.05,2019-01-01
"D","46",2019-07-01,69.01,67.77,64.38,2019-01-01
"E","46",2019-07-01,98.96,100.95,106.07,2019-01-01
"F","46",2019-07-01,97.51,96.31,104.89,2019-01-01
"G","46",2019-07-01,259.91,253.36,261.72,2019-01-01
"H","46",2019-07-01,94.34,91.22,95.96,2019-01-01
"I","46",2019-07-01,159.68,159.19,152.73,2019-01-01
"A","47",2019-07-01,39.76,45.53,37.56,2019-01-01
"B","47",2019-07-01,76.74,75.72,71.93,2019-01-01
"C","47",2019-07-01,118.24,120.1,111.67,2019-01-01
"D","47",2019-07-01,131.97,136.57,129.02,2019-01-01
"E","47",2019-07-01,79.54,81.27,78.64,2019-01-01
"F","47",2019-07-01,74.16,75.31,77.81,2019-01-01
"G","47",2019-07-01,44.24,49.67,37.46,2019-01-01
"H","47",2019-07-01,88.98,91.1,87.97,2019-01-01
"I","47",2019-07-01,102.36,93.56,105.69,2019-01-01
"A","48",2019-07-01,37.1,32.67,33.47,2019-01-01
"B","48",2019-07-01,84.78,92.78,93.19,2019-01-01
"C","48",2019-07-01,74.87,80.55,73.56,2019-01-01
"D","48",2019-07-01,75.99,80.84,70.04,2019-01-01
"E","48",2019-07-01,125.57,128.65,124.82,2019-01-01
"F","48",2019-07-01,100.87,100.09,106.18,2019-01-01
"G","48",2019-07-01,194.79,188.01,191.87,2019-01-01
"H","48",2019-07-01,110.9,110.28,104.65,2019-01-01
"I","48",2019-07-01,233.38,237.97,225.34,2019-01-01
"A","59",2019-07-01,48.82,50.19,54.05,2019-01-01
"B","59",2019-07-01,38.01,34.55,42.27,2019-01-01
"C","59",2019-07-01,113.15,113.68,119.42,2019-01-01
"D","59",2019-07-01,355,355.9,NA,2019-01-01
"E","59",2019-07-01,129.49,129,137.82,2019-01-01
"F","59",2019-07-01,81.73,82.7,NA,2019-01-01
"G","59",2019-07-01,52.66,58.1,56.06,2019-01-01
"H","59",2019-07-01,89.93,94.9,87.95,2019-01-01
"I","59",2019-07-01,64.39,72.5,63.46,2019-01-01
"A","10",2019-08-01,72.7,70.66,72.34,2019-01-01
"B","10",2019-08-01,151.65,150.82,154.13,2019-01-01
"C","10",2019-08-01,197.83,190.68,NA,2019-01-01
"D","10",2019-08-01,141.1,143.66,134.71,2019-01-01
"E","10",2019-08-01,99.79,92.65,105.5,2019-01-01
"F","10",2019-08-01,132.64,132.11,129.75,2019-01-01
"G","10",2019-08-01,180.17,175.8,176.8,2019-01-01
"H","10",2019-08-01,121.83,116.27,120.98,2019-01-01
"I","10",2019-08-01,96.04,92.42,93.72,2019-01-01
