"","ea","period","price1","price2","price3","basket"
"1594","47A","201905",41.52,46.99,43.92,"2019"
"1595","47B","201905",82.29,77.37,88.6,"2019"
"1596","47C","201905",117.05,125.34,136.49,"2019"
"1597","47D","201905",111.35,117.78,106.56,"2019"
"1598","47E","201905",91.45,88.86,84.49,"2019"
"1599","47F","201905",92.99,75.63,78.02,"2019"
"1600","47G","201905",45.35,41.84,42.7,"2019"
"1601","47H","201905",90.58,100.74,97.53,"2019"
"1602","47I","201905",130.94,103.52,100.19,"2019"
"1603","48A","201905",43.99,37.85,46.46,"2019"
"1604","48B","201905",85.1,97.54,82.4,"2019"
"1605","48C","201905",100.32,94.74,90.84,"2019"
"1606","48D","201905",61.42,71.19,64.11,"2019"
"1607","48E","201905",122.06,109.18,122.71,"2019"
"1608","48F","201905",89.84,98.44,102.56,"2019"
"1609","48G","201905",176.2,181.42,159.99,"2019"
"1610","48H","201905",95.52,106.18,96.43,"2019"
"1611","48I","201905",291.35,258.45,254.51,"2019"
"1612","59A","201905",52.83,54.9,50.33,"2019"
"1613","59B","201905",39.98,38.44,NA,"2019"
"1614","59C","201905",102.51,107.94,110.3,"2019"
"1615","59D","201905",255.69,259.79,256.19,"2019"
"1616","59E","201905",134.59,127.01,130.05,"2019"
"1617","59F","201905",72.15,71.47,84.83,"2019"
"1618","59G","201905",46.66,46.98,44.05,"2019"
"1619","59H","201905",71.72,78.63,74.56,"2019"
"1620","59I","201905",75.23,77.24,81.75,"2019"
"1621","10A","201906",78,77.95,75.33,"2019"
"1622","10B","201906",166.06,166.03,162.14,"2019"
"1623","10C","201906",191.26,182.86,180.74,"2019"
"1624","10D","201906",138.79,132.8,130.6,"2019"
"1625","10E","201906",107.14,107.21,110.03,"2019"
"1626","10F","201906",147.09,149.62,143.13,"2019"
"1627","10G","201906",218.82,220.95,209.21,"2019"
"1628","10H","201906",142.38,147.33,139.65,"2019"
"1629","10I","201906",111.3,107.46,106.97,"2019"
"1630","11A","201906",103.62,103.73,101.84,"2019"
"1631","11B","201906",143.34,144.89,147.15,"2019"
"1632","11C","201906",100.78,107.25,101.12,"2019"
"1633","11D","201906",120.3,126.57,122.14,"2019"
"1634","11E","201906",139.25,138.5,132.59,"2019"
"1635","11F","201906",100.82,93.55,98.68,"2019"
"1636","11G","201906",130.32,135.3,135.99,"2019"
"1637","11H","201906",111.88,115.9,119.11,"2019"
"1638","11I","201906",138.22,137.03,141.26,"2019"
"1639","12A","201906",53.17,55.64,51.11,"2019"
"1640","12B","201906",278.42,275.23,258.99,"2019"
"1641","12C","201906",78.89,81.92,77.44,"2019"
"1642","12D","201906",59.64,62.18,65.4,"2019"
"1643","12E","201906",120.66,113.27,120.01,"2019"
"1644","12F","201906",218.61,219.87,225.47,"2019"
"1645","12G","201906",108.7,106.8,113.59,"2019"
"1646","12H","201906",91.18,99.34,105.79,"2019"
"1647","12I","201906",116.95,110.43,111.78,"2019"
"1648","13A","201906",44.56,46.45,44.93,"2019"
"1649","13B","201906",69.58,69.3,63.58,"2019"
"1650","13C","201906",114.82,113.64,112.94,"2019"
"1651","13D","201906",87,85.09,86.47,"2019"
"1652","13E","201906",162.81,167.57,171.42,"2019"
"1653","13F","201906",130.83,126.31,129.59,"2019"
"1654","13G","201906",109.25,107.19,105.48,"2019"
"1655","13H","201906",173.16,168.92,165.4,"2019"
"1656","13I","201906",185.25,183.45,189.33,"2019"
"1657","24A","201906",76.63,78.8,76.07,"2019"
"1658","24B","201906",100.91,108.47,98.52,"2019"
"1659","24C","201906",86.78,84.37,82.08,"2019"
"1660","24D","201906",82.62,91.18,86.54,"2019"
"1661","24E","201906",167.25,161.52,148.15,"2019"
"1662","24F","201906",68.62,65.68,69.95,"2019"
"1663","24G","201906",110.65,103.19,103.24,"2019"
"1664","24H","201906",144.07,149.49,125.53,"2019"
"1665","24I","201906",64.71,60.25,62.59,"2019"
"1666","35A","201906",61.29,66.48,73.99,"2019"
"1667","35B","201906",101.6,99.16,99.67,"2019"
"1668","35C","201906",97.21,108.94,89.65,"2019"
"1669","35D","201906",54.65,53.46,56.57,"2019"
"1670","35E","201906",115.66,129.95,123.75,"2019"
"1671","35F","201906",74.35,71.93,74.21,"2019"
"1672","35G","201906",100.55,99.68,92.41,"2019"
"1673","35H","201906",173.3,162.69,154.15,"2019"
"1674","35I","201906",248.86,268.42,297.3,"2019"
"1675","46A","201906",51.38,45.32,58.23,"2019"
"1676","46B","201906",70.67,65.55,64.48,"2019"
"1677","46C","201906",67.39,63.49,68.71,"2019"
"1678","46D","201906",61.35,55.78,57.81,"2019"
"1679","46E","201906",99.92,87.38,91.72,"2019"
"1680","46F","201906",105.13,108.7,105.04,"2019"
"1681","46G","201906",254.48,238.06,233.94,"2019"
"1682","46H","201906",86.07,90.44,86.12,"2019"
"1683","46I","201906",141.77,129.94,138.39,"2019"
"1684","47A","201906",35.85,36.92,37.54,"2019"
"1685","47B","201906",70.82,62.08,64.29,"2019"
"1686","47C","201906",121.7,110.3,120.05,"2019"
"1687","47D","201906",113.03,100.78,102.34,"2019"
"1688","47E","201906",69.94,78.52,81.66,"2019"
"1689","47F","201906",64.03,64.69,51.81,"2019"
"1690","47G","201906",33.69,31.34,36.92,"2019"
"1691","47H","201906",66.87,78.53,81.27,"2019"
"1692","47I","201906",93.7,89.92,84.89,"2019"
"1693","48A","201906",45.3,46.45,45.45,"2019"
"1694","48B","201906",108.4,110.31,109.91,"2019"
"1695","48C","201906",104.48,115.61,111.41,"2019"
"1696","48D","201906",75.49,69.74,80.49,"2019"
"1697","48E","201906",179.61,179.25,149.08,"2019"
"1698","48F","201906",108.38,125.36,116.21,"2019"
"1699","48G","201906",190.13,210.97,194.39,"2019"
"1700","48H","201906",132.85,124.81,147.29,"2019"
"1701","48I","201906",342.26,299.65,329.2,"2019"
"1702","59A","201906",48.6,47.12,43.56,"2019"
"1703","59B","201906",32.21,35.24,NA,"2019"
"1704","59C","201906",101.48,93.79,96.7,"2019"
"1705","59D","201906",241.01,226.83,262.74,"2019"
"1706","59E","201906",109.68,112.68,109.43,"2019"
"1707","59F","201906",64.68,64.93,68.73,"2019"
"1708","59G","201906",38.37,40.62,42.64,"2019"
"1709","59H","201906",73.78,67.98,73.38,"2019"
"1710","59I","201906",63.73,59.99,54.92,"2019"
"1711","10A","201907",78.66,78.67,77.1,"2019"
"1712","10B","201907",162.73,165.76,166.54,"2019"
"1713","10C","201907",180.34,186.7,185.84,"2019"
"1714","10D","201907",147.4,138.89,137.74,"2019"
"1715","10E","201907",119.69,107.49,116.24,"2019"
"1716","10F","201907",156.68,149.85,153.15,"2019"
"1717","10G","201907",215.91,214.42,204.66,"2019"
"1718","10H","201907",134.17,125.96,129.75,"2019"
"1719","10I","201907",107.79,110.25,115.72,"2019"
"1720","11A","201907",126.87,119.59,120.06,"2019"
"1721","11B","201907",156.18,156.27,170.51,"2019"
"1722","11C","201907",122.49,115.13,125.75,"2019"
"1723","11D","201907",136,138.17,147.14,"2019"
"1724","11E","201907",166.22,175.04,177.19,"2019"
"1725","11F","201907",105.96,98.74,106.3,"2019"
"1726","11G","201907",158.01,165.46,160.4,"2019"
"1727","11H","201907",140.13,144.09,134.4,"2019"
"1728","11I","201907",197.85,190.68,189.23,"2019"
"1729","12A","201907",54.45,53.07,50.74,"2019"
"1730","12B","201907",323.32,281.75,275.75,"2019"
"1731","12C","201907",95.26,99.54,99.64,"2019"
"1732","12D","201907",65.52,63.21,63.68,"2019"
"1733","12E","201907",133.65,128.96,130.77,"2019"
"1734","12F","201907",218.09,211.37,224.31,"2019"
"1735","12G","201907",110.35,115.83,106.26,"2019"
"1736","12H","201907",107.26,108.78,105.33,"2019"
"1737","12I","201907",123.02,126.73,130.35,"2019"
"1738","13A","201907",45.17,45.16,46.45,"2019"
"1739","13B","201907",74.08,71.68,77.56,"2019"
"1740","13C","201907",121.01,119.5,116.36,"2019"
"1741","13D","201907",90.21,88.78,87.14,"2019"
"1742","13E","201907",169.54,170.46,166.88,"2019"
"1743","13F","201907",133.22,137.69,136.91,"2019"
"1744","13G","201907",128.4,128,133.94,"2019"
"1745","13H","201907",196.76,193.94,188.73,"2019"
"1746","13I","201907",201.38,196.42,202,"2019"
"1747","24A","201907",76.67,76.42,74.48,"2019"
"1748","24B","201907",107.8,105.12,106.17,"2019"
"1749","24C","201907",81.97,77.52,88.13,"2019"
"1750","24D","201907",85.57,88.03,90.64,"2019"
"1751","24E","201907",182.46,183.26,183.21,"2019"
"1752","24F","201907",74.09,71.12,77.87,"2019"
"1753","24G","201907",122.54,118.48,138.56,"2019"
"1754","24H","201907",157.19,155.72,151.58,"2019"
"1755","24I","201907",61.4,57.07,59.03,"2019"
"1756","35A","201907",69.82,69.25,68.9,"2019"
"1757","35B","201907",93.89,120.79,106.87,"2019"
"1758","35C","201907",100.89,93.5,104.35,"2019"
"1759","35D","201907",54.1,48.9,52.5,"2019"
"1760","35E","201907",140.01,152.74,143.03,"2019"
"1761","35F","201907",77.36,77.71,87.21,"2019"
"1762","35G","201907",102.04,107.29,111.91,"2019"
"1763","35H","201907",166.5,185.94,195.75,"2019"
"1764","35I","201907",287.11,282.61,290.45,"2019"
"1765","46A","201907",51.94,56.91,61.62,"2019"
"1766","46B","201907",87.07,77.67,81.57,"2019"
"1767","46C","201907",75.15,76.01,73.53,"2019"
"1768","46D","201907",60.27,71.51,60.61,"2019"
"1769","46E","201907",95.43,87.7,106.13,"2019"
"1770","46F","201907",126.35,112.39,120.27,"2019"
"1771","46G","201907",271.06,269.47,269.9,"2019"
"1772","46H","201907",81.18,97.09,95.32,"2019"
"1773","46I","201907",151.94,164.82,136.63,"2019"
"1774","47A","201907",36.93,38.67,39.19,"2019"
"1775","47B","201907",80.97,72.02,78.59,"2019"
"1776","47C","201907",112.47,113.02,123.22,"2019"
"1777","47D","201907",105.98,110.02,113.22,"2019"
"1778","47E","201907",74.11,66.31,72.5,"2019"
"1779","47F","201907",73.48,68.31,76.89,"2019"
"1780","47G","201907",33.36,32.85,36.89,"2019"
"1781","47H","201907",100.53,97.08,97.91,"2019"
"1782","47I","201907",102.39,98.34,105.22,"2019"
"1783","48A","201907",46.49,44.88,41.37,"2019"
"1784","48B","201907",114.33,105.78,117.09,"2019"
"1785","48C","201907",87.94,99.38,93.51,"2019"
"1786","48D","201907",73.6,74.37,68.59,"2019"
"1787","48E","201907",145.77,140.59,134.27,"2019"
"1788","48F","201907",123.63,103.89,104.7,"2019"
"1789","48G","201907",200.75,182.07,189.45,"2019"
"1790","48H","201907",109.06,123.86,124.13,"2019"
"1791","48I","201907",334.6,323.37,288.22,"2019"
"1792","59A","201907",54.72,57.54,54.67,"2019"
"1793","59B","201907",39.5,37.44,NA,"2019"
"1794","59C","201907",131.13,134.24,127.96,"2019"
"1795","59D","201907",320.58,327.95,339.62,"2019"
"1796","59E","201907",159.23,152.07,159.42,"2019"
"1797","59F","201907",90.66,71.26,83.21,"2019"
"1798","59G","201907",48.3,45.71,49,"2019"
"1799","59H","201907",95.93,82.48,85.07,"2019"
"1800","59I","201907",76.92,73.89,75.88,"2019"
"1801","10A","201908",70.58,66.54,70.43,"2019"
"1802","10B","201908",142.85,132.99,143.34,"2019"
"1803","10C","201908",163.09,166.78,165.33,"2019"
"1804","10D","201908",130.37,123.67,124.53,"2019"
"1805","10E","201908",93.45,93.09,95.57,"2019"
"1806","10F","201908",121.51,124.18,125.8,"2019"
"1807","10G","201908",175.81,188.22,185.13,"2019"
"1808","10H","201908",115.65,113.78,116.77,"2019"
"1809","10I","201908",85.62,82.03,87.79,"2019"
"1810","11A","201908",86.64,81.2,82.01,"2019"
"1811","11B","201908",119.79,118.13,122.55,"2019"
"1812","11C","201908",78.68,81.34,81.46,"2019"
"1813","11D","201908",97.58,91.57,98.73,"2019"
"1814","11E","201908",118.24,123.33,118.48,"2019"
"1815","11F","201908",78.02,77.15,80.68,"2019"
"1816","11G","201908",115.97,118.54,110.49,"2019"
"1817","11H","201908",95.33,104.9,100.35,"2019"
"1818","11I","201908",120.32,122.37,132.13,"2019"
"1819","12A","201908",39.84,39.55,40.04,"2019"
"1820","12B","201908",229.59,241.28,251.51,"2019"
"1821","12C","201908",66.58,65.2,61.58,"2019"
"1822","12D","201908",44.35,44.15,46.97,"2019"
"1823","12E","201908",103.68,103.39,104.15,"2019"
"1824","12F","201908",167.01,160.3,166.44,"2019"
"1825","12G","201908",79.73,79.63,77.4,"2019"
"1826","12H","201908",69.55,73.48,76.05,"2019"
"1827","12I","201908",90.54,94.23,85.72,"2019"
"1828","13A","201908",33.92,36.42,34.31,"2019"
"1829","13B","201908",61.12,62.44,60.91,"2019"
"1830","13C","201908",98.55,97.4,99.45,"2019"
"1831","13D","201908",69.05,71.28,68.27,"2019"
"1832","13E","201908",132.89,131.33,133.03,"2019"
"1833","13F","201908",97.81,102.41,100.58,"2019"
"1834","13G","201908",108.23,108.85,117.29,"2019"
"1835","13H","201908",140.35,149.9,139.8,"2019"
"1836","13I","201908",148.17,150.91,150.08,"2019"
"1837","24A","201908",71.05,74.02,77.81,"2019"
"1838","24B","201908",117.31,120.42,117.04,"2019"
"1839","24C","201908",82.9,76.73,83.37,"2019"
"1840","24D","201908",91.21,85.87,100.77,"2019"
"1841","24E","201908",182.76,183.1,171.54,"2019"
"1842","24F","201908",74.25,77.49,78.18,"2019"
"1843","24G","201908",130.88,111.67,131.41,"2019"
"1844","24H","201908",147.8,126.41,138.56,"2019"
"1845","24I","201908",63.46,60.35,62.71,"2019"
"1846","35A","201908",63.8,60.77,61.19,"2019"
"1847","35B","201908",91.45,95.78,91.45,"2019"
"1848","35C","201908",102.19,98.45,90.48,"2019"
"1849","35D","201908",47.67,46.83,51.34,"2019"
"1850","35E","201908",114.61,117.99,121.1,"2019"
"1851","35F","201908",66.54,69.75,68.98,"2019"
"1852","35G","201908",96.83,87.16,85,"2019"
"1853","35H","201908",174.97,160.79,164.15,"2019"
"1854","35I","201908",265.01,253.22,265.2,"2019"
"1855","46A","201908",61.4,60.88,60.22,"2019"
"1856","46B","201908",86.66,93.04,90.76,"2019"
"1857","46C","201908",79.13,85.39,86.92,"2019"
"1858","46D","201908",80.58,72.32,90.29,"2019"
"1859","46E","201908",127.66,118.47,109.73,"2019"
"1860","46F","201908",133.5,128.32,126.03,"2019"
"1861","46G","201908",331.55,366.03,317.19,"2019"
"1862","46H","201908",116.65,101.09,104.9,"2019"
"1863","46I","201908",181.06,177.17,169.52,"2019"
"1864","47A","201908",44.35,37.37,35.06,"2019"
"1865","47B","201908",92.1,96.34,87.08,"2019"
"1866","47C","201908",129.6,118.78,135.17,"2019"
"1867","47D","201908",127.89,124.8,120.33,"2019"
"1868","47E","201908",103.59,103.69,85.05,"2019"
"1869","47F","201908",90.27,81.01,85.89,"2019"
"1870","47G","201908",40.09,37.77,41.97,"2019"
"1871","47H","201908",93.64,98.6,94.43,"2019"
"1872","47I","201908",90.9,106.4,101.15,"2019"
"1873","48A","201908",44.41,37.6,40.26,"2019"
"1874","48B","201908",101.89,101.63,95.37,"2019"
"1875","48C","201908",101.69,91.04,87.41,"2019"
"1876","48D","201908",71.84,85.34,74.54,"2019"
"1877","48E","201908",160.34,178.41,153.51,"2019"
"1878","48F","201908",102.95,112.05,107.51,"2019"
"1879","48G","201908",201.29,222.3,226.39,"2019"
"1880","48H","201908",102.31,113.15,122.1,"2019"
"1881","48I","201908",287.06,277.66,311.41,"2019"
"1882","59A","201908",57.89,53.95,66.71,"2019"
"1883","59B","201908",41.23,46.45,NA,"2019"
"1884","59C","201908",138.08,123.95,131.97,"2019"
"1885","59D","201908",328.07,341.47,344.46,"2019"
"1886","59E","201908",157.82,153.37,153.31,"2019"
"1887","59F","201908",83.94,81.87,80.38,"2019"
"1888","59G","201908",47.42,48.99,48.82,"2019"
"1889","59H","201908",89.84,77.92,94.42,"2019"
"1890","59I","201908",68.35,74.66,72.77,"2019"
"1891","10A","201909",79.48,80.01,79.73,"2019"
"1892","10B","201909",153.68,164.86,166.34,"2019"
"1893","10C","201909",175.75,178.89,171.42,"2019"
"1894","10D","201909",146.57,145.04,138.15,"2019"
"1895","10E","201909",100.15,104.38,102.65,"2019"
"1896","10F","201909",140.21,147.21,155.7,"2019"
"1897","10G","201909",216.82,208.43,207.91,"2019"
"1898","10H","201909",120.2,116.5,116.88,"2019"
"1899","10I","201909",94.83,96.06,98.83,"2019"
"1900","11A","201909",109.82,104.87,105.19,"2019"
"1901","11B","201909",154.27,154.16,148.12,"2019"
"1902","11C","201909",93.49,97.68,95.65,"2019"
"1903","11D","201909",112.42,116.07,120.74,"2019"
"1904","11E","201909",131.05,130.69,130.69,"2019"
"1905","11F","201909",74.31,73.81,73.52,"2019"
"1906","11G","201909",129.71,126.78,122.51,"2019"
"1907","11H","201909",114.92,114.65,109.98,"2019"
"1908","11I","201909",149.58,153.24,144.45,"2019"
"1909","12A","201909",43.74,42.33,44.73,"2019"
"1910","12B","201909",285.24,312.5,291,"2019"
"1911","12C","201909",68.29,69.97,72.08,"2019"
"1912","12D","201909",51.01,50.72,48.15,"2019"
"1913","12E","201909",112.49,113.82,107.8,"2019"
"1914","12F","201909",185.03,185.97,192,"2019"
"1915","12G","201909",95.01,95.1,93.98,"2019"
"1916","12H","201909",85.17,82.15,82.61,"2019"
"1917","12I","201909",100.39,103.97,100.72,"2019"
"1918","13A","201909",37.33,40.38,39.33,"2019"
"1919","13B","201909",59.12,57.19,56.4,"2019"
"1920","13C","201909",104.58,102.6,100.52,"2019"
"1921","13D","201909",70.06,68.58,71.8,"2019"
"1922","13E","201909",146.27,143.83,135.41,"2019"
"1923","13F","201909",113.46,115.34,112.8,"2019"
"1924","13G","201909",107.33,113.45,109.17,"2019"
"1925","13H","201909",166.11,148.7,149.31,"2019"
"1926","13I","201909",161.88,158.13,166.88,"2019"
"1927","24A","201909",67.09,62.41,60.35,"2019"
"1928","24B","201909",91.89,98.6,103.4,"2019"
"1929","24C","201909",72.9,67.46,74.19,"2019"
"1930","24D","201909",85.65,76.21,79.88,"2019"
"1931","24E","201909",144.26,158.98,156.69,"2019"
"1932","24F","201909",61.49,69.17,63.1,"2019"
"1933","24G","201909",121.96,113.46,109.27,"2019"
"1934","24H","201909",117.73,130.47,119.75,"2019"
"1935","24I","201909",51.53,51.46,55.94,"2019"
"1936","35A","201909",92.04,90.42,75.85,"2019"
"1937","35B","201909",127.24,116.15,113.05,"2019"
"1938","35C","201909",117.08,137.44,131.51,"2019"
"1939","35D","201909",61.45,54.54,58.04,"2019"
"1940","35E","201909",170.43,174.34,183.84,"2019"
"1941","35F","201909",90.71,97.33,89.79,"2019"
"1942","35G","201909",115.68,109.89,113.13,"2019"
"1943","35H","201909",208.64,243.9,248.5,"2019"
"1944","35I","201909",348.4,378.12,370.38,"2019"
"1945","46A","201909",68.22,76.24,63.33,"2019"
"1946","46B","201909",81.24,97.98,81.16,"2019"
"1947","46C","201909",88.2,92.41,91.49,"2019"
"1948","46D","201909",64.07,66.47,66.07,"2019"
"1949","46E","201909",115.94,103.16,112.81,"2019"
"1950","46F","201909",136.13,148.09,134.55,"2019"
"1951","46G","201909",308.58,310.83,328.87,"2019"
"1952","46H","201909",97.87,96.98,111.09,"2019"
"1953","46I","201909",176.67,178.44,225.85,"2019"
"1954","47A","201909",46.73,45.04,47.72,"2019"
"1955","47B","201909",108.57,103.71,115.84,"2019"
"1956","47C","201909",149.05,161.51,165.1,"2019"
"1957","47D","201909",165.8,147,159.87,"2019"
"1958","47E","201909",130.45,105.26,113.93,"2019"
"1959","47F","201909",99.74,108.53,102.78,"2019"
"1960","47G","201909",54.46,47.1,48.62,"2019"
"1961","47H","201909",117.19,150.51,136.56,"2019"
"1962","47I","201909",141.52,122.67,136.2,"2019"
"1963","48A","201909",27.36,34.26,31.1,"2019"
"1964","48B","201909",80.43,85.78,84.71,"2019"
"1965","48C","201909",79.46,76.46,71.37,"2019"
"1966","48D","201909",60.83,64.31,66.12,"2019"
"1967","48E","201909",131.39,136.06,140.58,"2019"
"1968","48F","201909",93.27,83.44,85.42,"2019"
"1969","48G","201909",160.6,180.56,150.95,"2019"
"1970","48H","201909",96.85,90.97,97.77,"2019"
"1971","48I","201909",261.41,211.27,271.04,"2019"
"1972","59A","201909",45.12,44.44,48.88,"2019"
"1973","59B","201909",32.83,38.79,NA,"2019"
"1974","59C","201909",104,95.73,102.11,"2019"
"1975","59D","201909",302.59,296.12,289.31,"2019"
"1976","59E","201909",121.85,127.32,121.18,"2019"
"1977","59F","201909",62.56,69.37,66.98,"2019"
"1978","59G","201909",34.93,35.85,33.55,"2019"
"1979","59H","201909",65.59,75.6,66.6,"2019"
"1980","59I","201909",59.74,58.51,58.66,"2019"
"1981","10A","201910",66.22,64.42,64.42,"2019"
"1982","10B","201910",141.42,146.13,144.47,"2019"
"1983","10C","201910",173.33,172.66,173.12,"2019"
"1984","10D","201910",133.76,134.02,129.63,"2019"
"1985","10E","201910",85.82,82.82,80.98,"2019"
"1986","10F","201910",119.55,122.97,117.11,"2019"
"1987","10G","201910",193.85,188.28,191.84,"2019"
"1988","10H","201910",103.63,101.2,103.88,"2019"
"1989","10I","201910",84.12,80.37,83.65,"2019"
"1990","11A","201910",93.64,89.45,88.39,"2019"
"1991","11B","201910",135.61,124.36,128.9,"2019"
"1992","11C","201910",84.49,83.74,81.65,"2019"
"1993","11D","201910",99.79,95.23,95.16,"2019"
"1994","11E","201910",118.42,117.19,111.94,"2019"
"1995","11F","201910",65.8,71.51,65.96,"2019"
"1996","11G","201910",111.58,105.07,114.91,"2019"
"1997","11H","201910",102.12,110.7,105.59,"2019"
"1998","11I","201910",150.18,152.73,140.09,"2019"
"1999","12A","201910",37.46,37.96,37.56,"2019"
"2000","12B","201910",314.44,327.06,325.2,"2019"
"2001","12C","201910",72.07,72.41,69.4,"2019"
"2002","12D","201910",47.19,45.7,47.31,"2019"
"2003","12E","201910",113.59,107.19,110.78,"2019"
"2004","12F","201910",203.2,203.24,192.43,"2019"
"2005","12G","201910",83.48,87.74,89.93,"2019"
"2006","12H","201910",84.29,78.87,80.77,"2019"
"2007","12I","201910",93.15,88.85,93.2,"2019"
"2008","13A","201910",33.32,34.73,32.84,"2019"
"2009","13B","201910",58.37,56.5,56.38,"2019"
"2010","13C","201910",92.34,98.47,98.83,"2019"
"2011","13D","201910",64.47,71.39,65.73,"2019"
"2012","13E","201910",126.41,123.82,130.27,"2019"
"2013","13F","201910",103.29,99.62,107.36,"2019"
"2014","13G","201910",105.12,106.18,105.41,"2019"
"2015","13H","201910",146.48,142.54,143.6,"2019"
"2016","13I","201910",149.81,155.6,156.61,"2019"
"2017","24A","201910",77.65,75.54,79.15,"2019"
"2018","24B","201910",121.25,102.82,118.04,"2019"
"2019","24C","201910",79.13,75.11,87.51,"2019"
"2020","24D","201910",99.17,93.11,101.61,"2019"
"2021","24E","201910",187.23,174.83,173.96,"2019"
"2022","24F","201910",75.13,76.07,71.75,"2019"
"2023","24G","201910",145.02,126.6,129.27,"2019"
"2024","24H","201910",144.99,143.99,131.81,"2019"
"2025","24I","201910",65.98,59.41,58.66,"2019"
"2026","35A","201910",100.01,86.78,88.46,"2019"
"2027","35B","201910",120.75,131.62,139.88,"2019"
"2028","35C","201910",132.02,142.76,140.38,"2019"
"2029","35D","201910",68.44,61.98,59.96,"2019"
"2030","35E","201910",170.54,179.17,161.45,"2019"
"2031","35F","201910",100.11,98.25,96.75,"2019"
"2032","35G","201910",116.05,126.98,128.45,"2019"
"2033","35H","201910",242.42,267.8,247.45,"2019"
"2034","35I","201910",362.71,350.19,359.27,"2019"
"2035","46A","201910",74.5,70.44,69.62,"2019"
"2036","46B","201910",97.47,96.11,96.46,"2019"
"2037","46C","201910",99.74,96.76,86.2,"2019"
"2038","46D","201910",77.95,74.7,75.11,"2019"
"2039","46E","201910",123.57,114.1,122.65,"2019"
"2040","46F","201910",149.66,138,138.58,"2019"
"2041","46G","201910",439.73,328.15,434.7,"2019"
"2042","46H","201910",119.63,114.27,106.74,"2019"
"2043","46I","201910",199.06,202.62,200.17,"2019"
"2044","47A","201910",53.37,59.19,47.35,"2019"
"2045","47B","201910",109.61,108.98,106.12,"2019"
"2046","47C","201910",170.75,176.22,180.8,"2019"
"2047","47D","201910",152.72,147.3,148.27,"2019"
"2048","47E","201910",115.19,118.13,133.66,"2019"
"2049","47F","201910",106.94,93.29,106.86,"2019"
"2050","47G","201910",49.01,42.72,49.89,"2019"
"2051","47H","201910",117.29,134.18,133.97,"2019"
"2052","47I","201910",147.51,128.28,115.98,"2019"
"2053","48A","201910",34.15,34.73,29.17,"2019"
"2054","48B","201910",89.23,96.48,109.42,"2019"
"2055","48C","201910",79.33,72.75,75.97,"2019"
"2056","48D","201910",58.24,60.74,57.54,"2019"
"2057","48E","201910",118.07,139.03,121.19,"2019"
"2058","48F","201910",96.93,96.31,95.77,"2019"
"2059","48G","201910",212.63,181.93,196.86,"2019"
"2060","48H","201910",88.52,86.54,93.37,"2019"
"2061","48I","201910",285.5,279.66,252.31,"2019"
"2062","59A","201910",60.35,56.45,54.42,"2019"
"2063","59B","201910",41.67,43.45,NA,"2019"
"2064","59C","201910",118,147.68,140.4,"2019"
"2065","59D","201910",385.07,365.53,351.12,"2019"
"2066","59E","201910",157.94,157.55,154.62,"2019"
"2067","59F","201910",74.58,85.79,85.15,"2019"
"2068","59G","201910",44.55,41.41,42.2,"2019"
"2069","59H","201910",92.93,83.38,90.62,"2019"
"2070","59I","201910",71.68,71.47,72,"2019"
"2071","10A","201911",65.42,64.39,65.61,"2019"
"2072","10B","201911",151.72,152.9,153.97,"2019"
"2073","10C","201911",169,171.12,174.16,"2019"
"2074","10D","201911",134.6,132.88,124.37,"2019"
"2075","10E","201911",85.13,81.44,85.7,"2019"
"2076","10F","201911",141.29,145.51,133.47,"2019"
"2077","10G","201911",180.96,177.23,189.29,"2019"
"2078","10H","201911",98.19,96.19,104.22,"2019"
"2079","10I","201911",88.84,83.11,89.37,"2019"
"2080","11A","201911",97.76,94.88,97.49,"2019"
"2081","11B","201911",135.54,139.27,142.58,"2019"
"2082","11C","201911",91.07,92.69,94.9,"2019"
"2083","11D","201911",117.01,116.45,116.84,"2019"
"2084","11E","201911",123.45,124.07,124.42,"2019"
"2085","11F","201911",71.64,71.94,71.09,"2019"
"2086","11G","201911",124.1,121.39,118.69,"2019"
"2087","11H","201911",115.74,112.32,115.11,"2019"
"2088","11I","201911",165.19,175.93,178.05,"2019"
"2089","12A","201911",39.91,38.77,39.7,"2019"
"2090","12B","201911",323.96,308.7,333.02,"2019"
"2091","12C","201911",72.56,75.15,76.39,"2019"
"2092","12D","201911",48,45.82,47.18,"2019"
"2093","12E","201911",110.11,113.07,108.4,"2019"
"2094","12F","201911",180.35,167.08,169.2,"2019"
"2095","12G","201911",85.18,87.22,89.9,"2019"
"2096","12H","201911",81.03,84.49,78.85,"2019"
"2097","12I","201911",93.4,100.36,97.57,"2019"
"2098","13A","201911",40.15,40.68,36.04,"2019"
"2099","13B","201911",60.65,59.66,58.52,"2019"
"2100","13C","201911",103.83,111.89,110.2,"2019"
"2101","13D","201911",73.52,73.25,70.7,"2019"
"2102","13E","201911",140.78,137.7,141.5,"2019"
"2103","13F","201911",115.91,113.84,109.1,"2019"
"2104","13G","201911",124.56,124.41,120.47,"2019"
"2105","13H","201911",154.19,152.71,163.19,"2019"
"2106","13I","201911",169.66,170.39,167.65,"2019"
"2107","24A","201911",73.12,75.82,78.38,"2019"
"2108","24B","201911",119.7,120.93,124.78,"2019"
"2109","24C","201911",74.34,82.05,74.69,"2019"
"2110","24D","201911",96.71,99.56,96.46,"2019"
"2111","24E","201911",207.93,190.23,192.83,"2019"
"2112","24F","201911",77.7,72.27,72.63,"2019"
